i,sect,over_sati_with,comp_with_whic,comp_inte_with,trus_exte_of,prof_exte_of,bran_bran_outl,comp_exte_of,ease_of_doin,proc_and_proc,cust_focu_inno,enga_with_cust,orde_of_impo,orde_of_impo_1,orde_of_impo_2,orde_of_impo_3,orde_of_impo_4,orde_of_impo_5,orde_of_impo_6,orde_of_impo_7,impr_on_cust,pref_of_serv,sati_diss,like_to_reco,mean_of_inte,chan_of_inte,gend,ag,regi,high_educ,inco,nati,awar_of_surv,company_id,impr_on_cust_sentiment,nps_category,age_category,income_category
15771,632,1.0,"Adaelu Estate ,",ADAELU ESTATE,0.7142857142857143,0.7142857142857143,1.0,0.7142857142857143,0.7142857142857143,0.8571428571428571,0.7142857142857143,0.7142857142857143,0.125,0.375,1.0,0.5,0.625,0.75,0.875,0.25,Excellent,7,7,10,Traditional Channels,"In Person,",Male,50 - 59,Aba,"Masters, Professorial, Doctorate, Professional Certification","N500,000 - N1m",Nigerian,Volunteer 10SG004,COMP_00030,POSITIVE,promoter,Senior Professionals,High Income
7832,2,0.7142857142857143,"MOBILE TELECOMMUNICATIONS NETWORK (MTN) ,9mobile,",MOBILE TELECOMMUNICATIONS NETWORK (MTN),0.7142857142857143,0.7142857142857143,0.8571428571428571,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.625,0.875,0.75,0.375,0.25,0.5,1.0,0.125,Effective,4,5,5,Digital Channels,"Social Media,Email,Mobile App,Text/Over the Phone,Website,",Female,18 - 24,Abuja,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,"N61,000 - N79,000",Nigerian,Via Whatsapp Group,COMP_00916,NEUTRAL,detractor,Young Adults,Lower-Middle Income
7833,9,0.5714285714285714,"Eko Hotels,",EKO HOTELS,0.5714285714285714,0.5714285714285714,0.8571428571428571,0.5714285714285714,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.875,0.625,1.0,0.5,0.25,0.375,0.125,0.75,Average,4,4,7,Both Digital and Traditional Channels,"In Person,",Female,18 - 24,Abuja,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,"N61,000 - N79,000",Nigerian,Via Whatsapp Group,COMP_00400,NEUTRAL,passive,Young Adults,Lower-Middle Income
9204,1,0.5714285714285714,"ACCESS BANK,",ACCESS BANK,0.14285714285714285,0.7142857142857143,0.5714285714285714,0.42857142857142855,0.5714285714285714,0.14285714285714285,0.14285714285714285,0.7142857142857143,1.0,0.375,0.75,0.625,0.875,0.5,0.125,0.25,Been poor as issues are not well treated,7,1,0,Both Digital and Traditional Channels,"Email,Social Media,In Person,",Male,30 - 34,Lagos,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,Business Person/Income Not Fixed,Nigerian,4OR066,COMP_00028,NEGATIVE,detractor,Mid-Level Professionals,Income not fixed
25909,4,0.2857142857142857,"ABIA state teaching hospital,",ABIA STATE TEACHING HOSPITAL,0.42857142857142855,0.2857142857142857,0.5714285714285714,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,1.0,0.375,0.125,0.25,0.5,0.625,0.75,0.875,Not satisfied,6,3,3,Traditional Channels,"In Person,",Female,25 - 29,Aba,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,"N31,000 - N40,000",Nigerian,1202854,COMP_00016,NEGATIVE,detractor,Early Career,Low Income
7836,9,0.5714285714285714,"Obudu Ranch Resort,Leisure Park,",LEISURE PARK,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.42857142857142855,0.125,0.875,1.0,0.375,0.75,0.5,0.25,0.625,Gdsfh,3,3,5,Digital Channels,"Text/Over the Phone,Webchat,",Female,25 - 29,Ebonyi,Secondary School,"N20,000 - N30,000",Nigerian,,COMP_00844,NEUTRAL,detractor,Early Career,Low Income
7837,9,0.5714285714285714,"Inagbe Resort Lagos,Whistling Palms Badagry,",WHISTLING PALMS BADAGRY,0.2857142857142857,0.14285714285714285,0.2857142857142857,0.42857142857142855,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.125,0.375,1.0,0.25,0.5,0.875,0.625,0.75,Bjkka,4,2,3,Digital Channels,"Mobile App,Text/Over the Phone,",Female,35 - 39,Bauchi,Primary School,"N151,000 - N199,000",Nigerian,Via Whatsapp Group,COMP_01518,NEUTRAL,detractor,Mid-Career,Middle-High Income
7838,8,0.7142857142857143,"Nigeria Ports Authority (NPA),EFCC,",NIGERIA PORTS AUTHORITY (NPA),0.14285714285714285,0.42857142857142855,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.42857142857142855,0.5714285714285714,0.5714285714285714,0.25,0.375,0.125,1.0,0.5,0.75,0.625,0.875,Ghhh,4,3,5,Digital Channels,"Text/Over the Phone,Website,Email,",Female,18 - 24,Bayelsa,Secondary School,"N31,000 - N40,000",Nigerian,,COMP_01007,NEUTRAL,detractor,Young Adults,Low Income
9215,1,0.8571428571428571,"ACCESS BANK,",ACCESS BANK,0.8571428571428571,0.7142857142857143,1.0,0.7142857142857143,0.8571428571428571,0.5714285714285714,0.7142857142857143,0.7142857142857143,1.0,0.875,0.125,0.625,0.25,0.75,0.5,0.375,It can get better,7,5,7,Both Digital and Traditional Channels,"Mobile App,In Person,",Female,25 - 29,Abuja,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,"N200,000 - N300,000",Nigerian,6MS060,COMP_00028,POSITIVE,passive,Early Career,Middle-High Income
9216,1,0.8571428571428571,"ACCESS BANK,",ACCESS BANK,0.8571428571428571,0.7142857142857143,1.0,0.7142857142857143,0.8571428571428571,0.5714285714285714,0.7142857142857143,0.7142857142857143,1.0,0.875,0.125,0.625,0.25,0.75,0.5,0.375,It can get better,7,5,7,Both Digital and Traditional Channels,"Mobile App,In Person,",Female,25 - 29,Abuja,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,"N200,000 - N300,000",Nigerian,6MS060,COMP_00028,POSITIVE,passive,Early Career,Middle-High Income
25988,3,0.42857142857142855,"ACCESS PENSIONS,",ACCESS ARM PENSIONS,0.42857142857142855,0.2857142857142857,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.2857142857142857,0.2857142857142857,0.42857142857142855,1.0,0.625,0.125,0.875,0.25,0.75,0.375,0.5,Poor,3,4,5,Both Digital and Traditional Channels,"Mobile App,Text/Over the Phone,In Person,",Male,40 - 49,Gombe,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,"N500,000 - N1m",Nigerian,JY202748,COMP_00027,NEGATIVE,detractor,Experienced Professionals,High Income
7842,8,0.5714285714285714,"Nigeria High Commission - Ghana,Nigeria Consulate, Atlanta - USA,",NIGERIA HIGH COMMISSION - GHANA,0.42857142857142855,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.42857142857142855,0.2857142857142857,0.42857142857142855,0.7142857142857143,1.0,0.875,0.125,0.25,0.375,0.5,0.625,0.75,Bank,4,4,5,Digital Channels,"Text/Over the Phone,Email,",Female,25 - 29,Adamawa,Primary School,"N80,000 - N99,000",Nigerian,Via Whatsapp Group,COMP_00999,NEUTRAL,detractor,Early Career,Lower-Middle Income
7843,7,0.7142857142857143,"Jiji,Jumia,",JUMIA,0.8571428571428571,0.8571428571428571,0.5714285714285714,0.7142857142857143,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.7142857142857143,0.875,0.75,0.625,1.0,0.5,0.375,0.25,0.125,okaay,4,5,5,Both Digital and Traditional Channels,"Website,In Person,",Male,30 - 34,Osun,"Masters, Professorial, Doctorate, Professional Certification","N300,000 - N500,000",Nigerian,"Via Social Media (Facebook, Twitter, Instagram Etc)",COMP_00747,NEUTRAL,detractor,Mid-Level Professionals,Middle-High Income
9200,4,0.8571428571428571,"ABUTH - Bauchi,",ABUBAKAR TAFAWA BALEWA UNIVERSITY TEACHING HOSPITAL,1.0,0.8571428571428571,1.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,1.0,1.0,0.625,0.875,0.75,0.5,0.25,0.375,0.125,Very appreciated,7,7,9,Both Digital and Traditional Channels,"Mobile App,Social Media,",Male,25 - 29,Yobe,Ond/Pre Degree/Diploma,Student/Dependent,Nigerian,Via Whatsapp Group,COMP_00020,POSITIVE,promoter,Early Career,No Income / Not Earning
7845,7,0.8571428571428571,"Jumia,",JUMIA,0.5714285714285714,1.0,0.7142857142857143,0.8571428571428571,0.7142857142857143,0.8571428571428571,0.8571428571428571,0.8571428571428571,1.0,0.375,0.125,0.25,0.75,0.625,0.5,0.875,professionalism,1,6,6,Digital Channels,"Mobile App,",Female,18 - 24,Rivers,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,"N31,000 - N40,000",Nigerian,Via Whatsapp Group,COMP_00747,NEUTRAL,detractor,Young Adults,Low Income
9252,1,0.42857142857142855,"ACCESS BANK,",ACCESS BANK,0.8571428571428571,1.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,1.0,1.0,0.7142857142857143,1.0,0.75,0.875,0.125,0.5,0.625,0.375,0.25,Good,7,6,9,Digital Channels,"Mobile App,",Male,35 - 39,Lagos,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,Above N1m,Nigerian,2C1009,COMP_00028,POSITIVE,promoter,Mid-Career,High Income
7847,2,0.42857142857142855,"MOBILE TELECOMMUNICATIONS NETWORK (MTN) ,Airtel,9mobile,Globalcom Limited,",AIRTEL,0.5714285714285714,0.2857142857142857,0.8571428571428571,0.42857142857142855,0.14285714285714285,0.5714285714285714,0.8571428571428571,0.5714285714285714,1.0,0.75,0.25,0.875,0.625,0.5,0.375,0.125,Their customer service is bad.,7,4,2,Both Digital and Traditional Channels,"Text/Over the Phone,In Writing,In Person,Mobile App,",Female,40 - 49,Abuja,"Masters, Professorial, Doctorate, Professional Certification","N500,000 - N1m",Nigerian,Via Whatsapp Group,COMP_00058,NEGATIVE,detractor,Experienced Professionals,High Income
7848,6,0.42857142857142855,"ABUJA ELECTRICITY DISTRIBUTION COMPANY [ABEDC],",ABUJA ELECTRICITY DISTRIBUTION COMPANY [ABEDC],0.5714285714285714,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.42857142857142855,0.2857142857142857,0.14285714285714285,0.875,0.625,0.125,1.0,0.375,0.75,0.5,0.25,unsatisfactory,5,3,3,Digital Channels,"Mobile App,Text/Over the Phone,",Female,40 - 49,Abuja,"Masters, Professorial, Doctorate, Professional Certification","N500,000 - N1m",Nigerian,JM0033,COMP_00024,NEGATIVE,detractor,Experienced Professionals,High Income
9203,4,1.0,"ABUTH - Bauchi,",ABUBAKAR TAFAWA BALEWA UNIVERSITY TEACHING HOSPITAL,1.0,0.8571428571428571,1.0,0.8571428571428571,0.7142857142857143,0.7142857142857143,0.8571428571428571,0.8571428571428571,0.875,0.5,0.75,0.625,0.375,0.25,0.125,1.0,Very appreciated,7,7,9,Both Digital and Traditional Channels,"Social Media,Mobile App,",Male,25 - 29,Yobe,Ond/Pre Degree/Diploma,Student/Dependent,Nigerian,Via Whatsapp Group,COMP_00020,POSITIVE,promoter,Early Career,No Income / Not Earning
16398,632,0.8571428571428571,"Adaelu Estate ,",ADAELU ESTATE,0.7142857142857143,0.8571428571428571,1.0,0.8571428571428571,0.7142857142857143,0.8571428571428571,0.7142857142857143,0.7142857142857143,0.375,0.625,0.25,0.5,0.75,1.0,0.875,0.125,Very good,7,7,9,Traditional Channels,"In Person,",Male,50 - 59,Aba,Ond/Pre Degree/Diploma,Above N1m,Nigerian,Volunteer 10SG004,COMP_00030,POSITIVE,promoter,Senior Professionals,High Income
7851,7,0.8571428571428571,"Jumia,",JUMIA,0.8571428571428571,1.0,1.0,1.0,0.8571428571428571,0.8571428571428571,1.0,0.8571428571428571,1.0,0.75,0.25,0.875,0.125,0.625,0.5,0.375,They have improve since online shopping became popular,7,6,10,Digital Channels,"Mobile App,Email,Text/Over the Phone,",Female,40 - 49,Abuja,"Masters, Professorial, Doctorate, Professional Certification","N500,000 - N1m",Nigerian,WAACSP,COMP_00747,POSITIVE,promoter,Experienced Professionals,High Income
12960,633,0.5714285714285714,"ADEKUNLE AJASIN UNIVERSITY,",ADEKUNLE AJASIN UNIVERSITY,0.7142857142857143,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.5714285714285714,0.8571428571428571,0.8571428571428571,0.8571428571428571,1.0,0.625,0.25,0.375,0.75,0.875,0.5,0.125,Satisfactory,7,5,6,Both Digital and Traditional Channels,"Mobile App,Social Media,In Person,Email,Website,",Female,25 - 29,Oyo,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,"N31,000 - N40,000",Nigerian,,COMP_00035,POSITIVE,detractor,Early Career,Low Income
9348,1,1.0,"ACCESS BANK,",ACCESS BANK,0.8571428571428571,0.7142857142857143,1.0,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.8571428571428571,0.7142857142857143,0.875,0.5,0.25,0.625,0.375,0.75,0.125,1.0,satisfied,7,7,9,Both Digital and Traditional Channels,"Social Media,",Female,40 - 49,Abuja,"Masters, Professorial, Doctorate, Professional Certification","N200,000 - N300,000",Nigerian,6C0032,COMP_00028,POSITIVE,promoter,Experienced Professionals,Middle-High Income
9354,1,0.7142857142857143,"ACCESS BANK,",ACCESS BANK,0.5714285714285714,0.7142857142857143,0.7142857142857143,0.5714285714285714,0.8571428571428571,0.42857142857142855,0.7142857142857143,0.7142857142857143,0.25,0.5,0.125,0.375,1.0,0.875,0.625,0.75,The performance is average. They just need to adopt current technology innovations.,7,6,5,Both Digital and Traditional Channels,"Email,Text/Over the Phone,In Person,",Female,18 - 24,Enugu,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,Business Person/Income Not Fixed,Nigerian,3EO070,COMP_00028,NEGATIVE,detractor,Young Adults,Income not fixed
7855,7,0.7142857142857143,"Jumia,SLOT,Obiweezi,Konga,",SLOT,0.7142857142857143,0.5714285714285714,1.0,0.7142857142857143,0.42857142857142855,0.5714285714285714,0.5714285714285714,0.7142857142857143,1.0,0.625,0.875,0.75,0.5,0.25,0.125,0.375,Very poor,7,4,4,Both Digital and Traditional Channels,"Mobile App,In Person,Website,",Female,35 - 39,Lagos,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,"N151,000 - N199,000",Nigerian,Via Whatsapp Group,COMP_01308,NEGATIVE,detractor,Mid-Career,Middle-High Income
7856,2,0.42857142857142855,"FiberOne Broadband,",FIBERONE BROADBAND,0.42857142857142855,0.8571428571428571,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.14285714285714285,0.14285714285714285,0.5714285714285714,0.375,0.75,1.0,0.625,0.875,0.25,0.125,0.5,Poor customer experience,7,3,2,Both Digital and Traditional Channels,"Mobile App,Webchat,Email,Text/Over the Phone,",Female,30 - 34,,"Masters, Professorial, Doctorate, Professional Certification","N300,000 - N500,000",Nigerian,,COMP_00487,NEGATIVE,detractor,Mid-Level Professionals,Middle-High Income
9382,1,1.0,"ACCESS BANK,",ACCESS BANK,1.0,1.0,0.42857142857142855,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.8571428571428571,0.7142857142857143,0.125,0.625,0.375,0.5,0.75,0.875,0.25,1.0,The ability to resolve whatever it is that is my challenge without making me break my head,5,5,7,Both Digital and Traditional Channels,"Text/Over the Phone,In Person,",Male,35 - 39,Rivers,Secondary School,"N31,000 - N40,000",Nigerian,"Via Social Media (Facebook, Twitter, Instagram Etc)",COMP_00028,NEUTRAL,passive,Mid-Career,Low Income
9383,1,0.7142857142857143,"ACCESS BANK,",ACCESS BANK,0.14285714285714285,0.14285714285714285,0.7142857142857143,0.2857142857142857,0.8571428571428571,0.42857142857142855,0.5714285714285714,0.7142857142857143,0.125,0.375,0.25,0.875,0.5,0.625,0.75,1.0,Base on ACCESS BANKing they need to improve on their mode of operation and unnecessary charges to customers,7,1,0,Both Digital and Traditional Channels,"In Person,Mobile App,Email,",Female,25 - 29,Abuja,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,Unemployed/No Earning As At Now,Nigerian,"Via Social Media (Facebook, Twitter, Instagram Etc)",COMP_00028,NEGATIVE,detractor,Early Career,No Income / Not Earning
7859,2,0.5714285714285714,"MOBILE TELECOMMUNICATIONS NETWORK (MTN) ,",MOBILE TELECOMMUNICATIONS NETWORK (MTN),0.42857142857142855,0.42857142857142855,0.5714285714285714,0.5714285714285714,0.42857142857142855,0.42857142857142855,0.5714285714285714,0.7142857142857143,0.375,1.0,0.125,0.5,0.25,0.625,0.75,0.875,Effective customer experience is the determination.,7,5,6,Digital Channels,"Text/Over the Phone,",Female,35 - 39,Lagos,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,"N200,000 - N300,000",Nigerian,Via My Organization,COMP_00916,POSITIVE,detractor,Mid-Career,Middle-High Income
7860,2,0.5714285714285714,"MOBILE TELECOMMUNICATIONS NETWORK (MTN) ,",MOBILE TELECOMMUNICATIONS NETWORK (MTN),0.42857142857142855,0.42857142857142855,0.5714285714285714,0.5714285714285714,0.42857142857142855,0.42857142857142855,0.5714285714285714,0.7142857142857143,0.375,1.0,0.125,0.5,0.25,0.625,0.75,0.875,Effective customer experience is the determination.,7,5,6,Digital Channels,"Text/Over the Phone,",Female,35 - 39,Lagos,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,"N200,000 - N300,000",Nigerian,Via My Organization,COMP_00916,POSITIVE,detractor,Mid-Career,Middle-High Income
7861,2,0.5714285714285714,"9mobile,",9MOBILE,0.7142857142857143,0.42857142857142855,0.5714285714285714,0.42857142857142855,0.7142857142857143,0.5714285714285714,0.5714285714285714,0.7142857142857143,0.25,0.375,0.625,0.5,0.75,0.125,0.875,1.0,Effective customer experience is the determination.,7,6,7,Digital Channels,"Text/Over the Phone,",Female,35 - 39,Lagos,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,"N200,000 - N300,000",Nigerian,ND0028,COMP_00007,POSITIVE,passive,Mid-Career,Middle-High Income
7862,8,0.42857142857142855,"Fed Road Safety Comm (FRSC),Nigeria Police Force (NPF),",FED ROAD SAFETY COMM (FRSC),0.14285714285714285,0.14285714285714285,0.42857142857142855,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.375,0.875,0.125,0.25,0.75,0.625,0.5,1.0,Poor,7,1,3,Traditional Channels,"In Person,",Female,30 - 34,Abuja,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,"N151,000 - N199,000",Nigerian,,COMP_00436,NEGATIVE,detractor,Mid-Level Professionals,Middle-High Income
8075,5,0.7142857142857143,"ABC TRANSPORT,",ABC TRANSPORT,0.8571428571428571,0.8571428571428571,0.7142857142857143,0.8571428571428571,0.8571428571428571,0.7142857142857143,0.8571428571428571,0.5714285714285714,0.875,0.75,0.25,0.375,1.0,0.625,0.5,0.125,Bad road network,7,5,8,Both Digital and Traditional Channels,"In Person,",Female,25 - 29,Abuja,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,"N100,000 - N150,000",Nigerian,PJ0034,COMP_00012,NEGATIVE,passive,Early Career,Lower-Middle Income
9384,1,0.7142857142857143,"ACCESS BANK,",ACCESS BANK,0.14285714285714285,0.14285714285714285,0.7142857142857143,0.2857142857142857,0.8571428571428571,0.42857142857142855,0.5714285714285714,0.7142857142857143,0.125,0.375,0.25,0.875,0.5,0.625,0.75,1.0,Base on ACCESS BANKing they need to improve on their mode of operation and unnecessary charges to customers,7,1,0,Both Digital and Traditional Channels,"In Person,Mobile App,Email,",Female,25 - 29,Abuja,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,Unemployed/No Earning As At Now,Nigerian,"Via Social Media (Facebook, Twitter, Instagram Etc)",COMP_00028,NEGATIVE,detractor,Early Career,No Income / Not Earning
8507,5,1.0,"ABC TRANSPORT,",ABC TRANSPORT,1.0,0.8571428571428571,1.0,0.8571428571428571,0.7142857142857143,0.7142857142857143,1.0,0.8571428571428571,0.875,0.125,0.5,0.625,0.375,1.0,0.75,0.25,They are trying,7,5,5,Traditional Channels,"In Person,",Female,30 - 34,Abuja,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,"N300,000 - N500,000",Nigerian,EU0044,COMP_00012,NEUTRAL,detractor,Mid-Level Professionals,Middle-High Income
7866,7,0.5714285714285714,"Jumia,Konga,",JUMIA,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.75,0.5,0.375,0.125,0.25,1.0,0.625,0.875,Good,4,4,5,Digital Channels,"Mobile App,",Female,18 - 24,Abuja,University (BSc/BA/B.Ed) Or Polytechnic (HND) Graduate,"N61,000 - N79,000",Nigerian,ST0031,COMP_00747,POSITIVE,detractor,Young Adults,Lower-Middle Income
22317,633,0.5714285714285714,"ADEKUNLE AJASIN UNIVERSITY,",ADEKUNLE AJASIN UNIVERSITY,0.7142857142857143,0.5714285714285714,0.5714285714285714,0.7142857142857143,0.8571428571428571,0.42857142857142855,0.5714285714285714,0.7142857142857143,0.375,0.5,0.25,0.625,0.75,1.0,0.875,0.125,They are slow to response,6,5,7,Traditional Channels,"In Person,",Male,25 - 29,Lagos,"Masters, Professorial, Doctorate, Professional Certification","N100,000 - N150,000",Nigerian,09SM049,COMP_00035,NEGATIVE,passive,Early Career,Lower-Middle Income
