company_id,comp_inte_with,sect,sector_name
COMP_00822,LAGOS STATE UNIVERSITY OF EDUCATION [LASUED],633,EDUCATION
COMP_00823,LAGOS STATE UNIVERSITY [LASU],633,EDUCATION
COMP_00824,LAGOS VIO,8,PUBLIC SECTOR
COMP_00825,LAGRIDE,5,TRANSPORTATION
COMP_00826,LAIM HOTEL,9,HOSPITALITY
COMP_00827,"LAKOWE GOLF RESORT, LAGOS",9,HOSPITALITY
COMP_00828,LAMATA,5,TRANSPORTATION
COMP_00829,LANDIQUIRE,632,REAL ESTATE
COMP_00830,LANDLORDS AND AGENTS,632,REAL ESTATE
COMP_00831,LANDMARK UNIVERSITY [LU],633,EDUCATION
COMP_00832,LAPO MFB,1,BANKING
COMP_00833,LAS VEGAS,632,REAL ESTATE
COMP_00834,LASACO ASSURANCE [LASACO],3,INSURANCE
COMP_00835,LASTMA,8,PUBLIC SECTOR
COMP_00836,LASUTH - IKEJA,4,HEALTHCARE
COMP_00837,LATITUDE,9,HOSPITALITY
COMP_00838,LAUTECH TEACHING HOSPITAL,4,HEALTHCARE
COMP_00839,LAWMA,8,PUBLIC SECTOR
COMP_00840,LEAD CITY UNIVERSITY [LCU],633,EDUCATION
COMP_00841,LEADWAY ASSURANCE [LEADWAY],3,INSURANCE
COMP_00842,LEADWAY HMO [LEADWAY],3,INSURANCE
COMP_00843,LEADWAY HOSPITAL,4,HEALTHCARE
COMP_00844,LEISURE PARK,9,HOSPITALITY
COMP_00845,LEKKI,6,POWER
COMP_00846,LEKKI CONSERVATION CENTER,9,HOSPITALITY
COMP_00847,LEKKI HOMES & GARDENS,632,REAL ESTATE
COMP_00848,LEKKI RENTALS,632,REAL ESTATE
COMP_00849,LEVI K 6OK021,4,HEALTHCARE
COMP_00850,LIADI MOLA,4,HEALTHCARE
COMP_00851,LIBERTY BLUE HMO,3,INSURANCE
COMP_00852,LIBRA MOTORS,5,TRANSPORTATION
COMP_00853,LIFE ACTION PLUS HMO [LAP],3,INSURANCE
COMP_00854,LIFE WORTH,4,HEALTHCARE
COMP_00855,LIFECITY,632,REAL ESTATE
COMP_00856,LIFELINE CHILDREN HOSPITAL,4,HEALTHCARE
COMP_00857,LIFEWORTH HMO [LIFEWORTH],3,INSURANCE
COMP_00858,LILONG INTERNATIONAL,4,HEALTHCARE
COMP_00859,LILY HOSPITAL,4,HEALTHCARE
COMP_00860,LIMEWOOD VILLA LEKKI,9,HOSPITALITY
COMP_00861,LIMI SPECIALIST HOSPITAL,4,HEALTHCARE
COMP_00862,LIT SUITES,9,HOSPITALITY
COMP_00863,LIVING WORD MISSION HOSPITAL,4,HEALTHCARE
COMP_00864,LIVINGSTON SPECIALIST HOSPITAL ENUGU,4,HEALTHCARE
COMP_00865,LOCAL AGENCIES,632,REAL ESTATE
COMP_00866,LOCAL NEIGHBOURHOOD ESTATE AGENTS,632,REAL ESTATE
COMP_00867,LONG TENNIS,634,SPORTS/ ENTERTAINMENT
COMP_00868,LOTUS BANK,1,BANKING
COMP_00869,LOUIS PASTEUR HOSPITAL,4,HEALTHCARE
COMP_00870,LSPHC,4,HEALTHCARE
COMP_00871,LUGARD CORNER PARK,9,HOSPITALITY
COMP_00872,LUSH CITY,632,REAL ESTATE
COMP_00873,LUTH - IDI ARABA,4,HEALTHCARE
COMP_00874,LUXIAR,632,REAL ESTATE
COMP_00875,MADONNA UNIVERSITY,633,EDUCATION
COMP_00876,MADUKA UNIVERSITY,633,EDUCATION
COMP_00877,MAGICLAND ABUJA,9,HOSPITALITY
COMP_00878,MAITAMA GENERAL HOSPITAL,4,HEALTHCARE
COMP_00879,MANI PHARMACY,4,HEALTHCARE
COMP_00880,"MARIOTT, VICTORIA ISLAND",9,HOSPITALITY
COMP_00881,MARKET SQUARE,9,HOSPITALITY
COMP_00882,"MARRISTON HOTELS, AKURE",9,HOSPITALITY
COMP_00883,MARWA KEKE,5,TRANSPORTATION
COMP_00884,MARYAM ABATCHA WOMEN AND CHILDREN HOSPITAL,4,HEALTHCARE
COMP_00885,MAT ICE,9,HOSPITALITY
COMP_00886,MAX AIR,5,TRANSPORTATION
COMP_00887,MAXBUILD GROUP,632,REAL ESTATE
COMP_00888,MBAMARA HOSPITAL,4,HEALTHCARE
COMP_00889,MBRAIZ INNOVATIONS LIMITED,632,REAL ESTATE
COMP_00890,MEDBURY MEDICAL SERVICES,4,HEALTHCARE
COMP_00891,MEDEXIA HMO,3,INSURANCE
COMP_00892,MEDIC PLUS,4,HEALTHCARE
COMP_00893,"MEDICAL CENTRE, MARARABA",4,HEALTHCARE
COMP_00894,MEDICARE,4,HEALTHCARE
COMP_00895,MEES PALACE,9,HOSPITALITY
COMP_00896,MEGA CHICKEN,9,HOSPITALITY
COMP_00897,MERCY HOSPITAL NNEWI,4,HEALTHCARE
COMP_00898,MERIDIAN HOSPITAL,4,HEALTHCARE
COMP_00899,MERRYBET GOLD LIMITED (MERRYBET),634,SPORTS/ ENTERTAINMENT
COMP_00900,METRO BUS,5,TRANSPORTATION
COMP_00901,METRO HMO,3,INSURANCE
COMP_00902,MEV SPECIALIST HOSPITAL,4,HEALTHCARE
COMP_00903,MIANGO REST HOME,9,HOSPITALITY
COMP_00904,"MICHAEL OKPARA UNIVERSITY OF AGRICULTURE, UMUDIKE [MOUAU]",633,EDUCATION
COMP_00905,MICRA,5,TRANSPORTATION
COMP_00906,MICROVEST,1,BANKING
COMP_00907,MIGO,1,BANKING
COMP_00908,MILITARY HOSPITAL,4,HEALTHCARE
COMP_00909,MILLENNIUM PARK ABUJA,9,HOSPITALITY
COMP_00910,MINI BUSES,5,TRANSPORTATION
COMP_00911,MINISTRY OF EDUCATION,8,PUBLIC SECTOR
COMP_00912,MINISTRY OF JUSTICE,8,PUBLIC SECTOR
COMP_00913,MINISTRY OF LABOR,8,PUBLIC SECTOR
COMP_00914,MINT BAR AND RESTAURANT,9,HOSPITALITY
COMP_00915,MIVA OPEN UNIVERSITY,633,EDUCATION
COMP_00916,MOBILE TELECOMMUNICATIONS NETWORK (MTN),2,TELECOMMUNICATIONS
COMP_00917,MOBILE TELECOMMUNICATIONS NETWORK (MTN) MOBILE MONEY,1,BANKING
COMP_00918,MODEES KITCHEN,7,E-COMMERCE
COMP_00919,"MODIBBO ADAMA UNIVERSITY, YOLA [MAUTECH]",633,EDUCATION
COMP_00920,MOLABAT,9,HOSPITALITY
COMP_00921,MOLLY HOSPITAL,4,HEALTHCARE
COMP_00922,MONIEPOINT,1,BANKING
COMP_00923,MORNING STAR HOSPITAL,4,HEALTHCARE
COMP_00924,"MORVILLE APARTMENTS, ABEOKUTA",9,HOSPITALITY
COMP_00925,"MOSHOOD ABIOLA POLYTECHNIC, ABEOKUTA [MAPOLY]",633,EDUCATION
COMP_00926,MOT,5,TRANSPORTATION
COMP_00927,MOTAYO HOSPITAL IKEJA,4,HEALTHCARE
COMP_00928,"MOTHER AND CHILD HOSPITAL, IKEJA",4,HEALTHCARE
COMP_00929,MOTHER N CHILD FESTAC,4,HEALTHCARE
COMP_00930,MOTHER OF CHRIST SPECIALIST ENUGU,4,HEALTHCARE
COMP_00931,MOTHER OF CHRIST SPECIALIST HOSPITAL,4,HEALTHCARE
COMP_00932,MOTORCYCLE,5,TRANSPORTATION
COMP_00933,MOTUNDE ALADEITAN AND ASSOCIATE,632,REAL ESTATE
COMP_00934,MOUNTAIN TOP UNIVERSITY [MTU],633,EDUCATION
COMP_00935,MR BIGGS,9,HOSPITALITY
COMP_00936,MR FANS,9,HOSPITALITY
COMP_00937,MSHEL HOMES,632,REAL ESTATE
COMP_00938,MSPORT NIGERIA LIMITED (MSPORT),634,SPORTS/ ENTERTAINMENT
COMP_00939,MTRONIX IT SOLUTIONS,1,BANKING
COMP_00940,MUFEEDAT PRIMARY HEALTH CARE JOS NORTH PLATEAU STATE,4,HEALTHCARE
COMP_00941,MULTICHOICE LTD,7,E-COMMERCE
COMP_00942,MUNOR'S PARK,9,HOSPITALITY
COMP_00943,MURTALA MOHAMMED SPECIALIST HOSPITAL ENUGU,4,HEALTHCARE
COMP_00944,MURTALA MUHAMMAD HOSPITAL KANO,4,HEALTHCARE
COMP_00945,MUTUAL BENEFIT ASSURANCE PLC [MUTUAL BENEFIT],3,INSURANCE
COMP_00946,NAF BASE HOSPITAL IKEJA,4,HEALTHCARE
COMP_00947,NAF VALLEY ESTATE ASOKORO,632,REAL ESTATE
COMP_00948,NAFDAC,8,PUBLIC SECTOR
COMP_00949,NAIJABOOKVENDOR,7,E-COMMERCE
COMP_00950,NAIJAMARKETPLACE_NG,7,E-COMMERCE
COMP_00951,NAIRABET NIGERIA LIMITED (NAIRABET),634,SPORTS/ ENTERTAINMENT
COMP_00952,NAKOWA HOSPITAL MAIDUGURI,4,HEALTHCARE
COMP_00953,NAKS FAST FOOD,9,HOSPITALITY
COMP_00954,NARSDA,8,PUBLIC SECTOR
COMP_00955,NASARAWA ELECTRICITY DISTRIBUTION COMPANY [AEDC],6,POWER
COMP_00956,NASARAWA LUXURY RIDE,5,TRANSPORTATION
COMP_00957,NASARAWA LUXURY TRAVELS,5,TRANSPORTATION
COMP_00958,NASARAWA PUBLIC TRANSPORT,5,TRANSPORTATION
COMP_00959,"NASARAWA STATE UNIVERSITY, KEFFI [NSUK]",633,EDUCATION
COMP_00960,NATIONAL HEALTH INSURANCE AUTHORITY [NHIA],3,INSURANCE
COMP_00961,NATIONAL HOSPITAL ABUJA,4,HEALTHCARE
COMP_00962,NATIONAL HOSPITAL FCT,4,HEALTHCARE
COMP_00963,NATIONAL IDENTIFICATION MANAGEMENT COMMISSION,8,PUBLIC SECTOR
COMP_00964,NATIONAL OPEN UNIVERSITY OF NIGERIA [NOUN],633,EDUCATION
COMP_00965,NATIONAL ORTHOPEDIC HOSPITAL IGBOBI,4,HEALTHCARE
COMP_00966,NATIONAL POWER GRID,6,POWER
COMP_00967,NATIONAL PRIMARY HEALTHCARE DEVELOPMENT AGENCY,8,PUBLIC SECTOR
COMP_00968,NATIONAL YOUTH SERVICE CORPS (NYSC),8,PUBLIC SECTOR
COMP_00969,NAUTH-NNEWI,4,HEALTHCARE
COMP_00970,"NAVY HOSPITAL, OJO, LAGOS",4,HEALTHCARE
COMP_00971,"NAZARETH HOSPITAL, POUND ROAD ABA",4,HEALTHCARE
COMP_00972,NDDC,8,PUBLIC SECTOR
COMP_00973,NDLEA,8,PUBLIC SECTOR
COMP_00974,NDUBISI PARK,9,HOSPITALITY
COMP_00975,NDUBUISI KANU PARK,9,HOSPITALITY
COMP_00976,NECO,8,PUBLIC SECTOR
COMP_00977,NEM HMO [NEM],3,INSURANCE
COMP_00978,NEM INSURANCE [NEM],3,INSURANCE
COMP_00979,NEO COURT,9,HOSPITALITY
COMP_00980,NEW DAY MEDICAL CENTRE,4,HEALTHCARE
COMP_00981,NEW HOPE HOSPITAL,4,HEALTHCARE
COMP_00982,NEW NYANYA TRANSPORT,5,TRANSPORTATION
COMP_00983,NEWEDGE,1,BANKING
COMP_00984,NG EAGLE AIRLINE,5,TRANSPORTATION
COMP_00985,NGAWIN,634,SPORTS/ ENTERTAINMENT
COMP_00986,NIBSS,1,BANKING
COMP_00987,NIDUS AQUILAE,4,HEALTHCARE
COMP_00988,NIGER DELTA UNIVERSITY - BAYELSA [NDU],633,EDUCATION
COMP_00989,NIGER ELECTRICITY DISTRIBUTION COMPANY [NEDC],6,POWER
COMP_00990,NIGERIA CIVIL DEFENSE,8,PUBLIC SECTOR
COMP_00991,"NIGERIA CONSULATE, ATLANTA - USA",8,PUBLIC SECTOR
COMP_00992,"NIGERIA CONSULATE, NEW YORK - USA",8,PUBLIC SECTOR
COMP_00993,NIGERIA CUSTOMS,8,PUBLIC SECTOR
COMP_00994,NIGERIA EMBASSY - ABIDJAN,8,PUBLIC SECTOR
COMP_00995,"NIGERIA EMBASSY, BEIJING CHINA",8,PUBLIC SECTOR
COMP_00996,"NIGERIA EMBASSY, GERMANY",8,PUBLIC SECTOR
COMP_00997,NIGERIA FIRE EXTINGUISHER CONTROL (NFEC),8,PUBLIC SECTOR
COMP_00998,NIGERIA HIGH COMMISSION - CANADA,8,PUBLIC SECTOR
COMP_00999,NIGERIA HIGH COMMISSION - GHANA,8,PUBLIC SECTOR
COMP_01000,NIGERIA HIGH COMMISSION - SOUTH AFRICA,8,PUBLIC SECTOR
COMP_01001,NIGERIA HIGH COMMISSION IRELAND,8,PUBLIC SECTOR
COMP_01002,"NIGERIA HIGH COMMISSION, ITALY",8,PUBLIC SECTOR
COMP_01003,"NIGERIA HIGH COMMISSION, KENYA",8,PUBLIC SECTOR
COMP_01004,"NIGERIA HIGH COMMISSION, LONDON- UK",8,PUBLIC SECTOR
COMP_01005,NIGERIA IMMIGRATION SERVICES (NIS),8,PUBLIC SECTOR
COMP_01006,NIGERIA POLICE FORCE (NPF),8,PUBLIC SECTOR
COMP_01007,NIGERIA PORTS AUTHORITY (NPA),8,PUBLIC SECTOR
COMP_01008,NIGERIA POST OFFICE,8,PUBLIC SECTOR
COMP_01009,NIGERIA RAILWAY COMMISSION (NRC),8,PUBLIC SECTOR
COMP_01010,NIGERIAN ARMY,8,PUBLIC SECTOR
COMP_01011,NIGERIAN CAB DRIVERS THE ONES THAT PICK 2 PASSENGERS AND 4 AT THE BACK SEATS,5,TRANSPORTATION
COMP_01012,NIGERIAN ELECTRICITY SUPPLY CORPORATION LIMITED [NESCO],6,POWER
COMP_01013,"NIGERIAN EMBASSY, CAIRO EGYPT",8,PUBLIC SECTOR
COMP_01014,NIGERIAN JUDICIARY,8,PUBLIC SECTOR
COMP_01015,NIGERIAN JUSTICE SYSTEM,8,PUBLIC SECTOR
COMP_01016,NIGERIAN NATIONAL PETROLEUM CORPORATION,8,PUBLIC SECTOR
COMP_01017,NIGERIAN POSTAL SERVICE,8,PUBLIC SECTOR
COMP_01018,NIGERIAN RAILWAY CORPORATION,5,TRANSPORTATION
COMP_01019,NIGERIAN SENATE,8,PUBLIC SECTOR
COMP_01020,NIKE LAKE RESORT,9,HOSPITALITY
COMP_01021,NIKZAR,4,HEALTHCARE
COMP_01022,NIL,632,REAL ESTATE
COMP_01023,NILE UNIVERSITY OF NIGERIA [NUN],633,EDUCATION
COMP_01024,NIMASA,8,PUBLIC SECTOR
COMP_01025,NIMC,8,PUBLIC SECTOR
COMP_01026,NISA PREMIER HOSPITAL ABUJA,4,HEALTHCARE
COMP_01027,NIZAMIYE HOSPITAL,4,HEALTHCARE
COMP_01028,NKOYO RESTAURANT,9,HOSPITALITY
COMP_01029,NLNG RA HOSPITAL,4,HEALTHCARE
COMP_01030,NNA HOTEL,9,HOSPITALITY
COMP_01031,NNAMDI AZIKIWE TEACHING HOSPITAL NNEWI,4,HEALTHCARE
COMP_01032,NNAMDI AZIKIWE UNIVERSITY [UNIZIK] MEDICAL CENTRE,4,HEALTHCARE
COMP_01033,"NNAMDI AZIKIWE UNIVERSITY, AWKA [NAU]",633,EDUCATION
COMP_01034,NOMBA,1,BANKING
COMP_01035,NONDON,9,HOSPITALITY
COMP_01036,NONE,634,SPORTS/ ENTERTAINMENT
COMP_01037,NONSUCH MEDICARE LIMITED [NONSUCH],3,INSURANCE
COMP_01038,NOT A PUBLIC UNI,633,EDUCATION
COMP_01039,NOTHING PASS GOD MOTORS,5,TRANSPORTATION
COMP_01040,NOVA BANK,1,BANKING
COMP_01041,NOVAVIT HOSPITAL KETU,4,HEALTHCARE
COMP_01042,NOVEL SUITES AND RESORTS LTD RAYFIELD JOS,9,HOSPITALITY
COMP_01043,NOVENA UNIVERSITY,633,EDUCATION
COMP_01044,NOVIA NAIL PEN,7,E-COMMERCE
COMP_01045,NOVO HMO [NOVO],3,INSURANCE
COMP_01046,NOWNOW,1,BANKING
COMP_01047,NTACHI OSA,9,HOSPITALITY
COMP_01048,NTEL NIGERIA,2,TELECOMMUNICATIONS
COMP_01049,NURTW,5,TRANSPORTATION
COMP_01050,OAUTHC,4,HEALTHCARE
COMP_01051,OBAFEMI AWOLOWO UNIVERSITY,633,EDUCATION
COMP_01052,OBIOMA SPECIALIST HOSPITAL NNEWI,4,HEALTHCARE
COMP_01053,"OBISESAN NAVAL MEDICAL CENTER, LAGOS",4,HEALTHCARE
COMP_01054,OBIWEEZI,7,E-COMMERCE
COMP_01055,OBJ BAR AND RESTAURANT,9,HOSPITALITY
COMP_01056,"OBONG UNIVERSITY, AKWA IBOM",633,EDUCATION
COMP_01057,OBUDU RANCH RESORT,9,HOSPITALITY
COMP_01058,OCEANIC HEALTH [OCEANIC],3,INSURANCE
COMP_01059,OFFICE OF THE PRESIDENCY,8,PUBLIC SECTOR
COMP_01060,OFU OBI AFRICAN CENTER,9,HOSPITALITY
COMP_01061,OGUN STATE ELECTRICITY DISTRIBUTION,6,POWER
COMP_01062,OHS TRIVIA,634,SPORTS/ ENTERTAINMENT
COMP_01063,OJAJA PARK,9,HOSPITALITY
COMP_01064,OJUELEGBA,9,HOSPITALITY
COMP_01065,OKASH,1,BANKING
COMP_01066,OKEYSON MOTORS,5,TRANSPORTATION
COMP_01067,OKIN MOTORS,5,TRANSPORTATION
COMP_01068,OKPARAVERO HOSPITAL,4,HEALTHCARE
COMP_01069,OLABISI ONABANJO UNIVERSITY [OOU],633,EDUCATION
COMP_01070,OLANREWAJU HOSPITAL,4,HEALTHCARE
COMP_01071,"OLD CAROLINA BAR, NSUKKA",9,HOSPITALITY
COMP_01072,OLLYTCOLLECTIONS,7,E-COMMERCE
COMP_01073,OLUMO ROCK,9,HOSPITALITY
COMP_01074,OLUWATOBI LOGISTICS,5,TRANSPORTATION
COMP_01075,OMU RESORT,9,HOSPITALITY
COMP_01076,ONE OCEAN,7,E-COMMERCE
COMP_01077,ONLINE HAIR VENDOR,7,E-COMMERCE
COMP_01078,ONLINE MARKETPLACE,7,E-COMMERCE
COMP_01079,ONWARD SPECIALIST HOSPITAL,4,HEALTHCARE
COMP_01080,OOPL ABEOKUTA,9,HOSPITALITY
COMP_01081,OPAY BANK,1,BANKING
COMP_01082,OPTIMUS BANK,1,BANKING
COMP_01083,ORAIMO,7,E-COMMERCE
COMP_01084,ORANGE GROOVE HOTEL KADUNA,9,HOSPITALITY
COMP_01085,ORCHID HOTELS,9,HOSPITALITY
COMP_01086,ORGANISATION FOR ECONOMIC CO-OPERATION AND DEVELOPMENT [OECD],6,POWER
COMP_01087,ORIENTAL HOTEL,9,HOSPITALITY
COMP_01088,ORILE AGEGE GENERAL HOSPITAL,4,HEALTHCARE
COMP_01089,OSHUNTUYI MEDICAL CENTER,4,HEALTHCARE
COMP_01090,OSTRICH BAKERY,9,HOSPITALITY
COMP_01091,OSUN ELECTRICITY DISTRIBUTION COMPANY,6,POWER
COMP_01092,"OSUN STATE COLLEGE OF TECHNOLOGY, ESA OKE",633,EDUCATION
COMP_01093,OSUN STATE POLYTECHNIC [OSUNPOLY],633,EDUCATION
COMP_01094,OTHER EATERIES,9,HOSPITALITY
COMP_01095,OTHER LAGOS HOTELS,9,HOSPITALITY
COMP_01096,OTHERS,4,HEALTHCARE
COMP_01097,OUR LADY CATHOLIC HOSPITAL ISEYIN IBADAN,4,HEALTHCARE
COMP_01098,"OUR SAVIOUR SCHOOL, IKOYI",633,EDUCATION
COMP_01099,OVERLAND AIRWAYS,5,TRANSPORTATION
COMP_01100,OWERRI URBAN,5,TRANSPORTATION
COMP_01101,OXFORD FORTE INTERNATIONAL,632,REAL ESTATE
COMP_01102,OXFORD PROPERTIES,632,REAL ESTATE
COMP_01103,OXYBELLE EYE CLINIC,4,HEALTHCARE
COMP_01104,OYATO,9,HOSPITALITY
COMP_01105,OYOMESI HOSPITAL,4,HEALTHCARE
COMP_01106,PACESETTER TRANSPORT SERVICES,5,TRANSPORTATION
COMP_01107,"PADELIA HOTEL, NSUKKA",9,HOSPITALITY
COMP_01108,PAGA,1,BANKING
COMP_01109,PALATABLE,9,HOSPITALITY
COMP_01110,PALM RESTAURANT,9,HOSPITALITY
COMP_01111,PALMCREDIT,1,BANKING
COMP_01112,PALMPAY,1,BANKING
COMP_01113,PALO PLACE,9,HOSPITALITY
COMP_01114,PAMO CLINICS AND HOSPITAL,4,HEALTHCARE
COMP_01115,PAN ATLANTIC UNIVERSITY [PAU],633,EDUCATION
COMP_01116,PAN OJ CLINIC,4,HEALTHCARE
COMP_01117,PANYU HOTEL,9,HOSPITALITY
COMP_01118,PARADISE HILLS ESTATE GUZAPE,632,REAL ESTATE
COMP_01119,PARIS BAKERY,9,HOSPITALITY
COMP_01120,PARKTEL,7,E-COMMERCE
COMP_01121,"PAUL UNIVERSITY, AWKA",633,EDUCATION
COMP_01122,PAYARENA,1,BANKING
COMP_01123,PAYATTITUDE,1,BANKING
COMP_01124,PAYSTACK,1,BANKING
COMP_01125,PEACE COURT HOTEL,9,HOSPITALITY
COMP_01126,PEACE DELUXE,9,HOSPITALITY
COMP_01127,PEACE MASS TRANSIT,5,TRANSPORTATION
COMP_01128,PEAK HEALTH,4,HEALTHCARE
COMP_01129,PEPPERONI,9,HOSPITALITY
COMP_01130,PERFECT DELIGHT HOTEL KADUNA,9,HOSPITALITY
COMP_01131,PETIK LIMITED,632,REAL ESTATE
COMP_01132,"PHARCEPT HOSPITAL, AGBEDE",4,HEALTHCARE
COMP_01133,PHC,4,HEALTHCARE
COMP_01134,PHC GIDAN WAYA KADUNA STATE,4,HEALTHCARE
COMP_01135,PHC GONIN GORA,4,HEALTHCARE
COMP_01136,PHC RUMUEPIRICOM,4,HEALTHCARE
COMP_01137,PIGGYVEST,1,BANKING
COMP_01138,PINNACLE MAIDUGURI,9,HOSPITALITY
COMP_01139,PISON HOSPITAL ABUJA,4,HEALTHCARE
COMP_01140,PIZZAZZ HOSPITAL,4,HEALTHCARE
COMP_01141,PLATEAU EXPRESS,5,TRANSPORTATION
COMP_01142,PLATEAU SPECIALIST HOSPITAL,4,HEALTHCARE
COMP_01143,PLATEAU STATE GOVERNMENT,8,PUBLIC SECTOR
COMP_01144,PLATEAU STATE POLYTECHNIC,633,EDUCATION
COMP_01145,PLEASE PARK,9,HOSPITALITY
COMP_01146,PLEASURE PARK PORT HARCOURT,9,HOSPITALITY
COMP_01147,POLARIS BANK,1,BANKING
COMP_01148,POLICE HOSPITAL,4,HEALTHCARE
COMP_01149,POOLKING REAL ESTATE,632,REAL ESTATE
COMP_01150,PORATHA HOME 360,632,REAL ESTATE
COMP_01151,PORT HARCOURT ELECTRICITY DISTRIBUTION COMPANY [PHEDC],6,POWER
COMP_01152,POSH HOSPITAL ENUGU,4,HEALTHCARE
COMP_01153,"POSH HOTEL, IKEJA",9,HOSPITALITY
COMP_01154,POWELL REAL ESTATE,632,REAL ESTATE
COMP_01155,POWER HOLDING COMPANY OF NIGERIA [PHCN],6,POWER
COMP_01156,PREMEDICS HOSPITAL,4,HEALTHCARE
COMP_01157,PREMIUM TRUST BANK,1,BANKING
COMP_01158,PRESCOT MEDICAL CENTER ALIADE,4,HEALTHCARE
COMP_01159,PRESIDENCY,8,PUBLIC SECTOR
COMP_01160,PRESIDENTIAL HOTEL,9,HOSPITALITY
COMP_01161,PRESKEN HOTEL,9,HOSPITALITY
COMP_01162,PRESTIGE STORE,9,HOSPITALITY
COMP_01163,PRESTON HOSPITAL,4,HEALTHCARE
COMP_01164,PRICEPALLY,7,E-COMMERCE
COMP_01165,PRIMARY HEALTH CARE CENTER,4,HEALTHCARE
COMP_01166,PRIMARY HEALTH CARE IDEKPA OKPIKO,4,HEALTHCARE
COMP_01167,"PRIMARY HEALTH CARE, KUCHIKAU",4,HEALTHCARE
COMP_01168,"PRIMARY HEALTH CARE, MAIADIKO, JOS.",4,HEALTHCARE
COMP_01169,PRIMARY HEALTH CENTER MASAKA,4,HEALTHCARE
COMP_01170,"PRIMARY HEALTH CENTER, MAI'ADIKO, RAYFIELD, PLATEAU STATE",4,HEALTHCARE
COMP_01171,"PRIMARY HEALTH CENTRE, AKOWONJO",4,HEALTHCARE
COMP_01172,PRIMARY SCHOOL,633,EDUCATION
COMP_01173,PRIME HOTEL SUITE,9,HOSPITALITY
COMP_01174,PRIME MART FOOD,9,HOSPITALITY
COMP_01175,PRIMEROSE PROPERTIES,632,REAL ESTATE
COMP_01176,"PRINCE ABUBAKAR AUDI UNIVERSITY,KOGI STATE",633,EDUCATION
COMP_01177,PRINCE AND PRINCESS HOSPITAL,4,HEALTHCARE
COMP_01178,PRINCESS HOTEL,9,HOSPITALITY
COMP_01179,PRIVATE COMMERCIAL BUS,5,TRANSPORTATION
COMP_01180,PRIVATE INTER STATE TRANSPORTATION,5,TRANSPORTATION
COMP_01181,PRIVATE/ LANDLORDS,632,REAL ESTATE
COMP_01182,PROCARE HOSPITAL,4,HEALTHCARE
COMP_01183,PROMISE HOSPITAL,4,HEALTHCARE
COMP_01184,PROVIDUS BANK,1,BANKING
COMP_01185,PUBLIC BUS,5,TRANSPORTATION
COMP_01186,PUBLIC CAR,5,TRANSPORTATION
COMP_01187,PUBLIC TRANSPORT,5,TRANSPORTATION
COMP_01188,PUZZLES GWARIMPA,9,HOSPITALITY
COMP_01189,PWAN,632,REAL ESTATE
COMP_01190,PWAN ELITE,632,REAL ESTATE
COMP_01191,PWAN GROUP,632,REAL ESTATE
COMP_01192,PWAN HAVEN INVESTMENT AND REALTORS LIMITED,632,REAL ESTATE
COMP_01193,PWAN MAX,632,REAL ESTATE
COMP_01194,PWAN PROPERTIES,632,REAL ESTATE
COMP_01195,QATAR AIRWAYS,5,TRANSPORTATION
COMP_01196,QICKLINK AND GRILLS,9,HOSPITALITY
COMP_01197,"QUEENS SPECIALIST HOSPITAL, APO RESETTLEMENT ABUJA",4,HEALTHCARE
COMP_01198,R JOLAD,4,HEALTHCARE
COMP_01199,RADIOFERT CLINIC,4,HEALTHCARE
COMP_01200,RADISSON BLU,9,HOSPITALITY
COMP_01201,RADISSON HOTEL,9,HOSPITALITY
COMP_01202,RADIYA HOSPITAL ABUJA,4,HEALTHCARE
COMP_01203,RAENEST,1,BANKING
COMP_01204,"RAFIU JAFAJO PARK, LAGOS",9,HOSPITALITY
COMP_01205,RALIAH HOSP DUTSE ABUJA,4,HEALTHCARE
COMP_01206,RALO,5,TRANSPORTATION
COMP_01207,RANDLE GENERAL HOSPITAL,4,HEALTHCARE
COMP_01208,RANO,5,TRANSPORTATION
COMP_01209,RANO AIR,5,TRANSPORTATION
COMP_01210,RANZ,9,HOSPITALITY
COMP_01211,"RASHEED SHEKONI TEACHING HOSPITAL, DUTSE",4,HEALTHCARE
COMP_01212,RAUF AREGBESHOLA PHC,4,HEALTHCARE
COMP_01213,RAYFIELD MEDICAL SERVICES,4,HEALTHCARE
COMP_01214,REAL ESTATE AGENTS,632,REAL ESTATE
COMP_01215,REALTYPOINT,632,REAL ESTATE
COMP_01216,RED STAR,7,E-COMMERCE
COMP_01217,REDCARE HMO [REDCARE],3,INSURANCE
COMP_01218,REDDINGTON HOSPITAL,4,HEALTHCARE
COMP_01219,REDEEM MEDICAL CENTER,4,HEALTHCARE
COMP_01220,"REDEEMER'S UNIVERSITY, NIGERIA [RUN]",633,EDUCATION
COMP_01221,REDEEMERS HEALTH VILLAGE,4,HEALTHCARE
COMP_01222,REDWOOD SPECIALIST HOSPITAL,4,HEALTHCARE
COMP_01223,REFTOP HOMES,632,REAL ESTATE
COMP_01224,REGAL HOSPITAL,4,HEALTHCARE
COMP_01225,"REGINA CEALI HOSPITAL AWKA, ANAMBRA STATE",4,HEALTHCARE
COMP_01226,REGIS AND REINA,4,HEALTHCARE
COMP_01227,REIZ CONTINENTAL HOTEL,9,HOSPITALITY
COMP_01228,RELIANCE CLINIC GBAGADA,4,HEALTHCARE
COMP_01229,RELIANCE HMO [RELIANCE],3,INSURANCE
